"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Innovation on a Network_modified model Virus on a Network.nlogo"
"initial-outbreak-size 1 1 50"
"03/08/2024 15:11:01:129 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","number-of-nodes","average-node-degree","initial-outbreak-size","gain-resistance-chance","virus-check-frequency","virus-spread-chance","recovery-chance","[step]","count turtles with [infected?]","count links"
"561","50","3","12","20","10","5","5","24","38","59"
"562","50","3","12","20","10","5","5","24","39","60"
"563","50","3","12","20","10","5","5","38","38","54"
"564","50","3","12","20","10","5","5","31","38","60"
"565","50","3","12","20","10","5","5","28","39","58"
"566","50","3","12","20","10","5","5","45","39","59"
"567","50","3","12","20","10","5","5","27","38","58"
"568","50","3","12","20","10","5","5","58","39","62"
"569","50","3","12","20","10","5","5","31","39","58"
"526","50","3","11","20","10","5","5","2767","0","0"
"570","50","3","12","20","10","5","5","17","39","52"
"571","50","3","12","20","10","5","5","18","39","54"
"572","50","3","12","20","10","5","5","30","38","55"
"573","50","3","12","20","10","5","5","29","39","55"
"574","50","3","12","20","10","5","5","30","38","61"
"575","50","3","12","20","10","5","5","26","38","50"
"540","50","3","11","20","10","5","5","3000","1","0"
"576","50","3","12","20","10","5","5","41","39","55"
"577","50","3","12","20","10","5","5","28","38","61"
"579","50","3","12","20","10","5","5","24","38","55"
"534","50","3","11","20","10","5","5","2403","0","0"
"578","50","3","12","20","10","5","5","28","39","50"
"580","50","3","12","20","10","5","5","36","38","52"
"582","50","3","12","20","10","5","5","25","38","56"
"581","50","3","12","20","10","5","5","39","40","58"
"583","50","3","12","20","10","5","5","46","38","57"
"584","50","3","12","20","10","5","5","26","38","57"
"588","50","3","12","20","10","5","5","25","38","53"
"587","50","3","12","20","10","5","5","28","38","58"
"585","50","3","12","20","10","5","5","47","38","59"
"586","50","3","12","20","10","5","5","34","38","54"
"591","50","3","12","20","10","5","5","20","39","61"
"589","50","3","12","20","10","5","5","44","38","53"
"590","50","3","12","20","10","5","5","27","39","61"
"592","50","3","12","20","10","5","5","26","39","59"
"594","50","3","12","20","10","5","5","23","39","55"
"596","50","3","12","20","10","5","5","20","39","57"
"595","50","3","12","20","10","5","5","41","38","55"
"597","50","3","12","20","10","5","5","36","38","47"
"593","50","3","12","20","10","5","5","25","38","54"
"599","50","3","12","20","10","5","5","37","40","58"
"600","50","3","12","20","10","5","5","38","38","58"
"598","50","3","12","20","10","5","5","61","38","59"
"602","50","3","13","20","10","5","5","27","39","59"
"603","50","3","13","20","10","5","5","28","38","55"
"605","50","3","13","20","10","5","5","29","39","51"
"606","50","3","13","20","10","5","5","17","38","54"
"607","50","3","13","20","10","5","5","28","38","63"
"604","50","3","13","20","10","5","5","16","39","56"
"601","50","3","13","20","10","5","5","27","38","53"
"609","50","3","13","20","10","5","5","24","38","56"
"610","50","3","13","20","10","5","5","34","38","62"
"611","50","3","13","20","10","5","5","23","38","56"
"612","50","3","13","20","10","5","5","30","38","57"
"613","50","3","13","20","10","5","5","24","38","51"
"614","50","3","13","20","10","5","5","21","38","51"
"608","50","3","13","20","10","5","5","29","38","55"
"616","50","3","13","20","10","5","5","19","38","57"
"617","50","3","13","20","10","5","5","20","38","55"
"619","50","3","13","20","10","5","5","39","39","64"
"620","50","3","13","20","10","5","5","12","39","58"
"618","50","3","13","20","10","5","5","25","39","54"
"621","50","3","13","20","10","5","5","25","40","58"
"623","50","3","13","20","10","5","5","28","38","63"
"622","50","3","13","20","10","5","5","27","38","61"
"615","50","3","13","20","10","5","5","20","38","56"
"625","50","3","13","20","10","5","5","21","38","55"
"626","50","3","13","20","10","5","5","26","39","55"
"627","50","3","13","20","10","5","5","30","38","53"
"628","50","3","13","20","10","5","5","24","38","52"
"629","50","3","13","20","10","5","5","19","38","53"
"630","50","3","13","20","10","5","5","22","38","51"
"631","50","3","13","20","10","5","5","20","38","56"
"632","50","3","13","20","10","5","5","30","38","60"
"633","50","3","13","20","10","5","5","26","38","51"
"634","50","3","13","20","10","5","5","54","38","52"
"635","50","3","13","20","10","5","5","35","38","47"
"636","50","3","13","20","10","5","5","26","38","49"
"639","50","3","13","20","10","5","5","18","39","61"
"637","50","3","13","20","10","5","5","58","38","55"
"640","50","3","13","20","10","5","5","23","38","57"
"641","50","3","13","20","10","5","5","19","38","55"
"643","50","3","13","20","10","5","5","31","38","59"
"642","50","3","13","20","10","5","5","74","38","48"
"645","50","3","13","20","10","5","5","24","38","52"
"644","50","3","13","20","10","5","5","46","38","49"
"638","50","3","13","20","10","5","5","75","38","49"
"646","50","3","13","20","10","5","5","18","38","55"
"647","50","3","13","20","10","5","5","26","39","58"
"648","50","3","13","20","10","5","5","21","39","61"
"649","50","3","13","20","10","5","5","45","38","54"
"651","50","3","14","20","10","5","5","14","38","56"
"650","50","3","13","20","10","5","5","35","38","58"
"652","50","3","14","20","10","5","5","31","38","57"
"653","50","3","14","20","10","5","5","52","38","57"
"654","50","3","14","20","10","5","5","25","38","56"
"657","50","3","14","20","10","5","5","17","39","60"
"655","50","3","14","20","10","5","5","18","38","60"
"656","50","3","14","20","10","5","5","19","38","58"
"658","50","3","14","20","10","5","5","18","38","58"
"661","50","3","14","20","10","5","5","21","38","52"
"660","50","3","14","20","10","5","5","40","38","56"
"662","50","3","14","20","10","5","5","30","39","54"
"663","50","3","14","20","10","5","5","20","38","52"
"664","50","3","14","20","10","5","5","24","38","50"
"665","50","3","14","20","10","5","5","24","38","57"
"666","50","3","14","20","10","5","5","20","38","52"
"668","50","3","14","20","10","5","5","18","38","59"
"667","50","3","14","20","10","5","5","36","38","53"
"670","50","3","14","20","10","5","5","25","38","57"
"669","50","3","14","20","10","5","5","86","38","56"
"671","50","3","14","20","10","5","5","31","38","56"
"673","50","3","14","20","10","5","5","21","38","55"
"672","50","3","14","20","10","5","5","52","38","58"
"659","50","3","14","20","10","5","5","30","38","49"
"675","50","3","14","20","10","5","5","34","39","56"
"676","50","3","14","20","10","5","5","20","39","59"
"674","50","3","14","20","10","5","5","23","38","55"
"678","50","3","14","20","10","5","5","48","38","49"
"679","50","3","14","20","10","5","5","24","38","55"
"680","50","3","14","20","10","5","5","31","38","58"
"682","50","3","14","20","10","5","5","44","38","57"
"681","50","3","14","20","10","5","5","28","38","57"
"683","50","3","14","20","10","5","5","49","38","57"
"684","50","3","14","20","10","5","5","25","38","55"
"677","50","3","14","20","10","5","5","32","38","63"
"685","50","3","14","20","10","5","5","26","38","53"
"686","50","3","14","20","10","5","5","26","38","56"
"688","50","3","14","20","10","5","5","24","38","58"
"690","50","3","14","20","10","5","5","24","38","55"
"689","50","3","14","20","10","5","5","16","38","58"
"691","50","3","14","20","10","5","5","19","38","53"
"692","50","3","14","20","10","5","5","14","38","53"
"687","50","3","14","20","10","5","5","23","38","55"
"693","50","3","14","20","10","5","5","10","38","57"
"695","50","3","14","20","10","5","5","19","38","56"
"694","50","3","14","20","10","5","5","15","38","59"
"624","50","3","13","20","10","5","5","1694","0","0"
"697","50","3","14","20","10","5","5","33","38","59"
"698","50","3","14","20","10","5","5","21","38","50"
"696","50","3","14","20","10","5","5","14","38","53"
"699","50","3","14","20","10","5","5","29","38","58"
"700","50","3","14","20","10","5","5","28","38","55"
"703","50","3","15","20","10","5","5","19","39","59"
"704","50","3","15","20","10","5","5","23","38","52"
"701","50","3","15","20","10","5","5","25","38","52"
"705","50","3","15","20","10","5","5","17","38","51"
"708","50","3","15","20","10","5","5","19","38","56"
"706","50","3","15","20","10","5","5","44","39","50"
"707","50","3","15","20","10","5","5","21","39","51"
"709","50","3","15","20","10","5","5","21","38","53"
"710","50","3","15","20","10","5","5","14","38","51"
"712","50","3","15","20","10","5","5","22","38","60"
"711","50","3","15","20","10","5","5","50","39","55"
"714","50","3","15","20","10","5","5","21","39","58"
"715","50","3","15","20","10","5","5","18","38","51"
"716","50","3","15","20","10","5","5","34","41","59"
"717","50","3","15","20","10","5","5","30","38","61"
"713","50","3","15","20","10","5","5","24","40","63"
"718","50","3","15","20","10","5","5","15","38","52"
"719","50","3","15","20","10","5","5","14","39","56"
"721","50","3","15","20","10","5","5","13","38","52"
"720","50","3","15","20","10","5","5","46","38","54"
"702","50","3","15","20","10","5","5","24","38","59"
"722","50","3","15","20","10","5","5","28","39","54"
"724","50","3","15","20","10","5","5","16","38","54"
"725","50","3","15","20","10","5","5","30","38","52"
"723","50","3","15","20","10","5","5","26","39","55"
"727","50","3","15","20","10","5","5","25","38","50"
"728","50","3","15","20","10","5","5","23","39","52"
"731","50","3","15","20","10","5","5","29","39","56"
"729","50","3","15","20","10","5","5","41","40","59"
"730","50","3","15","20","10","5","5","32","38","50"
"733","50","3","15","20","10","5","5","17","39","54"
"734","50","3","15","20","10","5","5","16","38","51"
"732","50","3","15","20","10","5","5","54","38","53"
"737","50","3","15","20","10","5","5","14","38","48"
"735","50","3","15","20","10","5","5","23","38","53"
"736","50","3","15","20","10","5","5","20","38","48"
"738","50","3","15","20","10","5","5","15","39","54"
"739","50","3","15","20","10","5","5","17","38","49"
"740","50","3","15","20","10","5","5","21","38","56"
"742","50","3","15","20","10","5","5","22","39","53"
"741","50","3","15","20","10","5","5","25","39","63"
"743","50","3","15","20","10","5","5","17","38","51"
"746","50","3","15","20","10","5","5","13","39","53"
"744","50","3","15","20","10","5","5","43","38","56"
"745","50","3","15","20","10","5","5","19","38","56"
"748","50","3","15","20","10","5","5","23","38","54"
"749","50","3","15","20","10","5","5","40","38","61"
"750","50","3","15","20","10","5","5","22","38","50"
"747","50","3","15","20","10","5","5","23","38","54"
"751","50","3","16","20","10","5","5","25","38","58"
"752","50","3","16","20","10","5","5","29","38","56"
"753","50","3","16","20","10","5","5","22","38","58"
"754","50","3","16","20","10","5","5","21","39","59"
"726","50","3","15","20","10","5","5","17","39","52"
"755","50","3","16","20","10","5","5","40","38","49"
"758","50","3","16","20","10","5","5","16","38","53"
"759","50","3","16","20","10","5","5","29","38","49"
"760","50","3","16","20","10","5","5","17","38","56"
"761","50","3","16","20","10","5","5","27","38","58"
"762","50","3","16","20","10","5","5","18","38","50"
"757","50","3","16","20","10","5","5","19","38","53"
"764","50","3","16","20","10","5","5","19","38","49"
"766","50","3","16","20","10","5","5","21","38","51"
"756","50","3","16","20","10","5","5","30","38","59"
"767","50","3","16","20","10","5","5","26","38","49"
"765","50","3","16","20","10","5","5","33","38","60"
"768","50","3","16","20","10","5","5","24","38","55"
"769","50","3","16","20","10","5","5","17","38","45"
"771","50","3","16","20","10","5","5","32","38","55"
"770","50","3","16","20","10","5","5","38","38","54"
"772","50","3","16","20","10","5","5","34","38","54"
"774","50","3","16","20","10","5","5","24","38","58"
"773","50","3","16","20","10","5","5","23","38","52"
"776","50","3","16","20","10","5","5","17","38","58"
"775","50","3","16","20","10","5","5","33","38","60"
"778","50","3","16","20","10","5","5","16","39","54"
"779","50","3","16","20","10","5","5","18","38","55"
"777","50","3","16","20","10","5","5","47","38","57"
"781","50","3","16","20","10","5","5","17","39","55"
"780","50","3","16","20","10","5","5","22","39","52"
"782","50","3","16","20","10","5","5","28","40","63"
"785","50","3","16","20","10","5","5","27","38","51"
"784","50","3","16","20","10","5","5","26","38","54"
"783","50","3","16","20","10","5","5","51","38","52"
"787","50","3","16","20","10","5","5","21","38","55"
"786","50","3","16","20","10","5","5","14","38","49"
"790","50","3","16","20","10","5","5","24","38","44"
"763","50","3","16","20","10","5","5","28","38","57"
"789","50","3","16","20","10","5","5","40","39","55"
"791","50","3","16","20","10","5","5","20","38","53"
"792","50","3","16","20","10","5","5","11","38","55"
"793","50","3","16","20","10","5","5","14","38","51"
"794","50","3","16","20","10","5","5","19","39","47"
"795","50","3","16","20","10","5","5","17","38","46"
"788","50","3","16","20","10","5","5","38","38","50"
"798","50","3","16","20","10","5","5","19","38","53"
"796","50","3","16","20","10","5","5","29","38","60"
"799","50","3","16","20","10","5","5","16","38","52"
"797","50","3","16","20","10","5","5","26","38","56"
"800","50","3","16","20","10","5","5","29","38","51"
"803","50","3","17","20","10","5","5","18","38","49"
"802","50","3","17","20","10","5","5","28","38","56"
"806","50","3","17","20","10","5","5","17","38","52"
"804","50","3","17","20","10","5","5","17","38","57"
"808","50","3","17","20","10","5","5","19","38","52"
"807","50","3","17","20","10","5","5","22","38","58"
"809","50","3","17","20","10","5","5","27","38","53"
"810","50","3","17","20","10","5","5","44","38","59"
"811","50","3","17","20","10","5","5","17","38","51"
"812","50","3","17","20","10","5","5","12","38","48"
"814","50","3","17","20","10","5","5","18","40","50"
"813","50","3","17","20","10","5","5","28","38","57"
"815","50","3","17","20","10","5","5","27","38","52"
"816","50","3","17","20","10","5","5","20","38","55"
"817","50","3","17","20","10","5","5","10","38","48"
"818","50","3","17","20","10","5","5","15","38","52"
"819","50","3","17","20","10","5","5","17","38","55"
"820","50","3","17","20","10","5","5","21","39","52"
"821","50","3","17","20","10","5","5","12","38","52"
"822","50","3","17","20","10","5","5","14","38","53"
"823","50","3","17","20","10","5","5","12","38","53"
"805","50","3","17","20","10","5","5","14","38","54"
"825","50","3","17","20","10","5","5","56","38","50"
"826","50","3","17","20","10","5","5","17","39","53"
"828","50","3","17","20","10","5","5","19","38","58"
"829","50","3","17","20","10","5","5","23","38","61"
"801","50","3","17","20","10","5","5","17","38","51"
"830","50","3","17","20","10","5","5","13","38","50"
"832","50","3","17","20","10","5","5","21","38","55"
"827","50","3","17","20","10","5","5","41","38","53"
"834","50","3","17","20","10","5","5","17","38","48"
"833","50","3","17","20","10","5","5","28","38","53"
"835","50","3","17","20","10","5","5","19","38","49"
"836","50","3","17","20","10","5","5","27","38","53"
"831","50","3","17","20","10","5","5","28","38","54"
"824","50","3","17","20","10","5","5","18","38","52"
"837","50","3","17","20","10","5","5","22","39","51"
"838","50","3","17","20","10","5","5","34","38","47"
"842","50","3","17","20","10","5","5","18","38","50"
"839","50","3","17","20","10","5","5","22","39","51"
"840","50","3","17","20","10","5","5","19","38","54"
"843","50","3","17","20","10","5","5","23","39","60"
"844","50","3","17","20","10","5","5","17","38","49"
"841","50","3","17","20","10","5","5","90","38","52"
"845","50","3","17","20","10","5","5","12","38","50"
"846","50","3","17","20","10","5","5","18","38","45"
"848","50","3","17","20","10","5","5","21","38","45"
"847","50","3","17","20","10","5","5","32","38","51"
"849","50","3","17","20","10","5","5","33","38","54"
"850","50","3","17","20","10","5","5","21","38","53"
"851","50","3","18","20","10","5","5","22","38","60"
"853","50","3","18","20","10","5","5","19","38","53"
"852","50","3","18","20","10","5","5","11","39","50"
"854","50","3","18","20","10","5","5","11","38","46"
"855","50","3","18","20","10","5","5","15","38","59"
"856","50","3","18","20","10","5","5","14","38","60"
"859","50","3","18","20","10","5","5","12","39","47"
"860","50","3","18","20","10","5","5","22","38","54"
"861","50","3","18","20","10","5","5","19","38","58"
"862","50","3","18","20","10","5","5","10","38","52"
"857","50","3","18","20","10","5","5","30","38","50"
"858","50","3","18","20","10","5","5","27","38","50"
"863","50","3","18","20","10","5","5","15","38","56"
"865","50","3","18","20","10","5","5","13","38","53"
"864","50","3","18","20","10","5","5","39","39","58"
"867","50","3","18","20","10","5","5","16","38","49"
"869","50","3","18","20","10","5","5","12","38","58"
"868","50","3","18","20","10","5","5","36","38","54"
"870","50","3","18","20","10","5","5","14","38","48"
"866","50","3","18","20","10","5","5","8","38","50"
"871","50","3","18","20","10","5","5","22","38","46"
"872","50","3","18","20","10","5","5","22","39","56"
"874","50","3","18","20","10","5","5","13","38","50"
"873","50","3","18","20","10","5","5","17","38","49"
"877","50","3","18","20","10","5","5","15","38","56"
"876","50","3","18","20","10","5","5","18","38","56"
"875","50","3","18","20","10","5","5","33","38","52"
"879","50","3","18","20","10","5","5","21","39","58"
"880","50","3","18","20","10","5","5","19","38","53"
"881","50","3","18","20","10","5","5","19","38","52"
"883","50","3","18","20","10","5","5","23","38","59"
"884","50","3","18","20","10","5","5","10","38","45"
"882","50","3","18","20","10","5","5","49","38","54"
"886","50","3","18","20","10","5","5","12","39","53"
"878","50","3","18","20","10","5","5","15","38","53"
"887","50","3","18","20","10","5","5","15","39","60"
"889","50","3","18","20","10","5","5","32","38","62"
"890","50","3","18","20","10","5","5","25","39","55"
"885","50","3","18","20","10","5","5","15","40","58"
"891","50","3","18","20","10","5","5","20","38","44"
"892","50","3","18","20","10","5","5","18","38","59"
"888","50","3","18","20","10","5","5","24","38","57"
"894","50","3","18","20","10","5","5","22","38","56"
"896","50","3","18","20","10","5","5","19","38","52"
"897","50","3","18","20","10","5","5","17","38","51"
"898","50","3","18","20","10","5","5","11","38","47"
"893","50","3","18","20","10","5","5","23","38","47"
"900","50","3","18","20","10","5","5","13","38","48"
"899","50","3","18","20","10","5","5","25","38","52"
"902","50","3","19","20","10","5","5","14","38","54"
"901","50","3","19","20","10","5","5","36","38","55"
"903","50","3","19","20","10","5","5","14","38","48"
"904","50","3","19","20","10","5","5","16","40","59"
"906","50","3","19","20","10","5","5","18","38","50"
"905","50","3","19","20","10","5","5","16","38","53"
"908","50","3","19","20","10","5","5","17","38","61"
"907","50","3","19","20","10","5","5","14","38","54"
"909","50","3","19","20","10","5","5","17","38","51"
"910","50","3","19","20","10","5","5","15","39","55"
"911","50","3","19","20","10","5","5","15","38","57"
"912","50","3","19","20","10","5","5","13","39","45"
"913","50","3","19","20","10","5","5","9","38","54"
"914","50","3","19","20","10","5","5","15","38","53"
"915","50","3","19","20","10","5","5","24","38","53"
"916","50","3","19","20","10","5","5","15","38","55"
"917","50","3","19","20","10","5","5","20","39","48"
"918","50","3","19","20","10","5","5","11","38","48"
"919","50","3","19","20","10","5","5","28","38","50"
"920","50","3","19","20","10","5","5","16","39","59"
"921","50","3","19","20","10","5","5","19","38","54"
"922","50","3","19","20","10","5","5","14","40","54"
"925","50","3","19","20","10","5","5","14","38","49"
"924","50","3","19","20","10","5","5","20","39","48"
"923","50","3","19","20","10","5","5","20","38","57"
"927","50","3","19","20","10","5","5","15","39","48"
"928","50","3","19","20","10","5","5","18","38","51"
"930","50","3","19","20","10","5","5","9","38","52"
"926","50","3","19","20","10","5","5","22","38","57"
"929","50","3","19","20","10","5","5","22","38","57"
"932","50","3","19","20","10","5","5","17","40","55"
"933","50","3","19","20","10","5","5","21","38","51"
"931","50","3","19","20","10","5","5","33","38","56"
"934","50","3","19","20","10","5","5","11","38","51"
"936","50","3","19","20","10","5","5","14","39","57"
"937","50","3","19","20","10","5","5","19","39","56"
"938","50","3","19","20","10","5","5","17","38","49"
"939","50","3","19","20","10","5","5","20","38","57"
"935","50","3","19","20","10","5","5","13","39","53"
"940","50","3","19","20","10","5","5","17","38","57"
"941","50","3","19","20","10","5","5","18","38","57"
"942","50","3","19","20","10","5","5","13","39","55"
"943","50","3","19","20","10","5","5","12","38","50"
"944","50","3","19","20","10","5","5","14","38","54"
"945","50","3","19","20","10","5","5","15","38","43"
"946","50","3","19","20","10","5","5","22","38","54"
"947","50","3","19","20","10","5","5","16","38","58"
"948","50","3","19","20","10","5","5","14","38","51"
"949","50","3","19","20","10","5","5","13","38","52"
"950","50","3","19","20","10","5","5","18","39","54"
"951","50","3","20","20","10","5","5","14","39","52"
"952","50","3","20","20","10","5","5","10","38","50"
"955","50","3","20","20","10","5","5","13","38","50"
"954","50","3","20","20","10","5","5","26","38","55"
"953","50","3","20","20","10","5","5","39","38","51"
"958","50","3","20","20","10","5","5","8","38","52"
"957","50","3","20","20","10","5","5","10","38","55"
"956","50","3","20","20","10","5","5","19","38","54"
"959","50","3","20","20","10","5","5","20","38","51"
"960","50","3","20","20","10","5","5","18","38","55"
"961","50","3","20","20","10","5","5","27","38","50"
"963","50","3","20","20","10","5","5","11","38","49"
"962","50","3","20","20","10","5","5","22","38","52"
"965","50","3","20","20","10","5","5","17","38","53"
"964","50","3","20","20","10","5","5","17","39","50"
"966","50","3","20","20","10","5","5","20","38","49"
"968","50","3","20","20","10","5","5","18","38","53"
"967","50","3","20","20","10","5","5","19","38","57"
"969","50","3","20","20","10","5","5","21","38","57"
"970","50","3","20","20","10","5","5","34","38","49"
"971","50","3","20","20","10","5","5","40","38","47"
"973","50","3","20","20","10","5","5","16","38","55"
"974","50","3","20","20","10","5","5","20","38","59"
"975","50","3","20","20","10","5","5","15","38","52"
"972","50","3","20","20","10","5","5","21","40","59"
"976","50","3","20","20","10","5","5","19","38","63"
"978","50","3","20","20","10","5","5","9","38","56"
"977","50","3","20","20","10","5","5","30","39","56"
"980","50","3","20","20","10","5","5","16","38","55"
"981","50","3","20","20","10","5","5","13","38","55"
"982","50","3","20","20","10","5","5","26","38","54"
"983","50","3","20","20","10","5","5","33","38","52"
"984","50","3","20","20","10","5","5","18","39","50"
"985","50","3","20","20","10","5","5","8","39","56"
"979","50","3","20","20","10","5","5","18","38","49"
"987","50","3","20","20","10","5","5","8","39","53"
"989","50","3","20","20","10","5","5","18","39","51"
"986","50","3","20","20","10","5","5","52","38","50"
"988","50","3","20","20","10","5","5","17","38","64"
"990","50","3","20","20","10","5","5","10","39","54"
"895","50","3","18","20","10","5","5","1472","0","0"
"992","50","3","20","20","10","5","5","17","39","60"
"991","50","3","20","20","10","5","5","12","38","51"
"993","50","3","20","20","10","5","5","15","39","54"
"996","50","3","20","20","10","5","5","9","38","51"
"995","50","3","20","20","10","5","5","10","38","52"
"997","50","3","20","20","10","5","5","21","38","58"
"994","50","3","20","20","10","5","5","20","38","51"
"998","50","3","20","20","10","5","5","19","38","51"
"1001","50","3","21","20","10","5","5","15","38","52"
"1000","50","3","20","20","10","5","5","13","38","50"
"999","50","3","20","20","10","5","5","16","38","54"
"1002","50","3","21","20","10","5","5","16","40","54"
"1003","50","3","21","20","10","5","5","15","39","55"
"1005","50","3","21","20","10","5","5","14","38","52"
"1004","50","3","21","20","10","5","5","16","39","57"
"1008","50","3","21","20","10","5","5","12","38","59"
"1006","50","3","21","20","10","5","5","20","38","53"
"1007","50","3","21","20","10","5","5","28","38","51"
"1009","50","3","21","20","10","5","5","31","38","53"
"1010","50","3","21","20","10","5","5","14","38","57"
"1011","50","3","21","20","10","5","5","18","39","56"
"1012","50","3","21","20","10","5","5","18","38","52"
"1015","50","3","21","20","10","5","5","10","39","53"
"1014","50","3","21","20","10","5","5","28","38","57"
"1016","50","3","21","20","10","5","5","15","38","56"
"1013","50","3","21","20","10","5","5","7","38","50"
"1017","50","3","21","20","10","5","5","15","39","44"
"1019","50","3","21","20","10","5","5","11","40","56"
"1018","50","3","21","20","10","5","5","19","38","51"
"1020","50","3","21","20","10","5","5","22","38","53"
"1021","50","3","21","20","10","5","5","14","39","55"
"1022","50","3","21","20","10","5","5","7","38","51"
"1025","50","3","21","20","10","5","5","7","38","49"
"1023","50","3","21","20","10","5","5","21","38","51"
"1024","50","3","21","20","10","5","5","17","38","52"
"1026","50","3","21","20","10","5","5","10","38","55"
"1028","50","3","21","20","10","5","5","20","39","49"
"1027","50","3","21","20","10","5","5","15","38","55"
"1030","50","3","21","20","10","5","5","18","38","49"
"1029","50","3","21","20","10","5","5","11","38","51"
"1031","50","3","21","20","10","5","5","6","38","46"
"1032","50","3","21","20","10","5","5","16","40","59"
"1034","50","3","21","20","10","5","5","17","38","60"
"1033","50","3","21","20","10","5","5","15","38","57"
"1035","50","3","21","20","10","5","5","17","38","48"
"1036","50","3","21","20","10","5","5","14","39","49"
"1038","50","3","21","20","10","5","5","7","38","49"
"1037","50","3","21","20","10","5","5","17","38","48"
"1039","50","3","21","20","10","5","5","15","38","48"
"1040","50","3","21","20","10","5","5","16","38","48"
"1041","50","3","21","20","10","5","5","19","38","52"
"1044","50","3","21","20","10","5","5","10","38","51"
"1045","50","3","21","20","10","5","5","10","38","54"
"1043","50","3","21","20","10","5","5","24","38","58"
"1042","50","3","21","20","10","5","5","12","38","56"
"1048","50","3","21","20","10","5","5","11","38","51"
"1046","50","3","21","20","10","5","5","33","38","58"
"1047","50","3","21","20","10","5","5","20","38","57"
"1049","50","3","21","20","10","5","5","21","38","56"
"1050","50","3","21","20","10","5","5","16","39","57"
"1051","50","3","22","20","10","5","5","16","38","57"
"1054","50","3","22","20","10","5","5","20","38","58"
"1053","50","3","22","20","10","5","5","25","38","59"
"1055","50","3","22","20","10","5","5","21","38","54"
"1056","50","3","22","20","10","5","5","8","38","55"
"1058","50","3","22","20","10","5","5","12","38","52"
"1059","50","3","22","20","10","5","5","9","38","49"
"1052","50","3","22","20","10","5","5","16","38","53"
"1057","50","3","22","20","10","5","5","12","38","51"
"1060","50","3","22","20","10","5","5","20","38","56"
"1061","50","3","22","20","10","5","5","11","38","44"
"1064","50","3","22","20","10","5","5","12","38","56"
"1062","50","3","22","20","10","5","5","9","40","47"
"1065","50","3","22","20","10","5","5","18","38","53"
"1063","50","3","22","20","10","5","5","35","38","55"
"1066","50","3","22","20","10","5","5","11","38","54"
"1067","50","3","22","20","10","5","5","16","39","50"
"1068","50","3","22","20","10","5","5","12","38","50"
"1069","50","3","22","20","10","5","5","16","41","63"
"1070","50","3","22","20","10","5","5","24","38","57"
"1071","50","3","22","20","10","5","5","13","39","50"
"1072","50","3","22","20","10","5","5","12","38","57"
"1073","50","3","22","20","10","5","5","10","38","45"
"1074","50","3","22","20","10","5","5","19","38","49"
"1075","50","3","22","20","10","5","5","9","38","48"
"1076","50","3","22","20","10","5","5","16","38","54"
"1077","50","3","22","20","10","5","5","20","38","58"
"1079","50","3","22","20","10","5","5","9","38","50"
"1078","50","3","22","20","10","5","5","17","38","52"
"1080","50","3","22","20","10","5","5","15","38","50"
"1082","50","3","22","20","10","5","5","15","38","53"
"1081","50","3","22","20","10","5","5","17","38","48"
"1085","50","3","22","20","10","5","5","13","38","54"
"1084","50","3","22","20","10","5","5","9","38","54"
"1086","50","3","22","20","10","5","5","12","38","52"
"1083","50","3","22","20","10","5","5","17","39","54"
"1090","50","3","22","20","10","5","5","8","39","54"
"1087","50","3","22","20","10","5","5","23","38","53"
"1089","50","3","22","20","10","5","5","17","38","51"
"1091","50","3","22","20","10","5","5","15","38","52"
"1092","50","3","22","20","10","5","5","16","39","54"
"1093","50","3","22","20","10","5","5","14","39","54"
"1095","50","3","22","20","10","5","5","10","38","51"
"1094","50","3","22","20","10","5","5","9","39","49"
"1096","50","3","22","20","10","5","5","16","38","58"
"1097","50","3","22","20","10","5","5","11","39","49"
"1098","50","3","22","20","10","5","5","10","38","54"
"1101","50","3","23","20","10","5","5","8","38","57"
"1100","50","3","22","20","10","5","5","15","38","51"
"1099","50","3","22","20","10","5","5","19","38","57"
"1102","50","3","23","20","10","5","5","7","39","46"
"1103","50","3","23","20","10","5","5","5","38","49"
"1105","50","3","23","20","10","5","5","15","38","56"
"1106","50","3","23","20","10","5","5","13","38","46"
"1088","50","3","22","20","10","5","5","7","38","49"
"1108","50","3","23","20","10","5","5","8","38","50"
"1107","50","3","23","20","10","5","5","8","39","58"
"1109","50","3","23","20","10","5","5","14","38","53"
"1110","50","3","23","20","10","5","5","10","38","46"
"1112","50","3","23","20","10","5","5","12","38","50"
"1104","50","3","23","20","10","5","5","12","38","60"
"1111","50","3","23","20","10","5","5","8","41","52"
"1114","50","3","23","20","10","5","5","14","39","52"
"1116","50","3","23","20","10","5","5","13","38","53"
"1115","50","3","23","20","10","5","5","13","38","45"
"1117","50","3","23","20","10","5","5","14","39","54"
"1118","50","3","23","20","10","5","5","14","38","55"
"1119","50","3","23","20","10","5","5","10","39","58"
"1120","50","3","23","20","10","5","5","28","38","54"
"1121","50","3","23","20","10","5","5","10","38","46"
"1122","50","3","23","20","10","5","5","12","38","55"
"1123","50","3","23","20","10","5","5","9","38","51"
"1124","50","3","23","20","10","5","5","11","38","47"
"1125","50","3","23","20","10","5","5","10","38","47"
"1126","50","3","23","20","10","5","5","10","39","55"
